0.290375515,0.839346126,-0.657174131,0.994145963,-0.51394257,px
-0.876069986,-0.435476706,-0.832697061,0.729361419,-0.35450817,vt
-0.858293525,0.540067363,-0.521019575,0.491589049,-0.911385141,kq
0.571852637,-0.952421569,-0.895893098,0.278461134,-0.055547724,sg
0.822710893,-0.99376639,-0.839151467,0.870840952,-0.345392745,px
-0.468461774,-0.548553905,-0.866077978,-0.107834794,-0.215783205,kq
-0.76663874,0.879267216,-0.172343408,-0.812123819,-0.17907588,vt
-0.172225679,0.928033832,-0.384022055,0.149050604,-0.183634728,sg
-0.811488367,0.000866097,-0.754640155,-0.966930043,0.841617344,sg
-0.207520766,-0.893615294,-0.457985887,0.449162641,-0.862754734,px
-0.013008222,0.913066688,-0.781385389,0.449483412,0.19308861,kq
-0.689509061,-0.64318801,0.128090714,-0.808935763,0.865272716,px
-0.760751017,0.840805659,-0.85955792,0.778102388,-0.810644111,px
-0.182954294,-0.901039845,-0.413741853,0.582914568,-0.170509414,kq
-0.794515657,-0.692336465,-0.391754702,-0.658132826,0.561323119,sg
0.570863602,0.939811151,-0.30698634,-0.587435446,0.472608365,sg
-0.944396564,0.824070931,-0.444238677,0.746096105,-0.461205869,sg
-0.87564088,-0.336660603,-0.972795234,0.093849265,-0.283194157,vt
-0.673230292,0.58590365,-0.976475491,-0.665028753,0.355644807,sg
-0.289740276,0.948187307,-0.401844018,-0.024775286,0.535709779,sg
0.031775982,0.739608302,-0.764010005,0.010847959,0.224397089,kq
-0.917650028,0.695473067,-0.397476957,0.181132659,-0.473492735,sg
0.638401336,0.772230892,-0.790641922,-0.955812416,0.977091517,sg
-0.358331365,-0.290533195,-0.859441771,0.484105882,-0.56090307,sg
0.211709936,-0.914694074,0.145574798,-0.561341353,0.907131744,sg
-0.61823549,0.68906621,0.06647711,-0.576287878,0.647069845,px
-0.673329506,0.600106618,-0.891680018,-0.12510093,-0.277898818,px
0.52810015,-0.908622399,-0.175160541,-0.514182097,0.603070099,kq
0.566234171,-0.70263278,-0.889530676,-0.944561748,0.873999317,px
0.268750259,-0.94274337,-0.33273132,0.557796595,-0.228086013,px
0.364325867,0.913459866,-0.98388443,-0.705868351,0.331548356,wr
-0.05308264,-0.822158437,-0.400088557,0.770851351,-0.59347671,vt
-0.152167871,-0.981301631,-0.533566158,0.547284394,-0.919585069,px
0.944598662,0.314241893,-0.803691212,-0.726771395,0.871379541,kq
0.706756882,-0.828913675,-0.527371042,-0.461176209,0.438292793,wr
-0.707609855,-0.919788995,0.047428166,0.147665475,0.789741698,kq
0.229967691,-0.836049782,-0.642785518,0.061991118,0.175640368,wr
-0.660312012,0.955706097,-0.987913204,0.397413712,0.215262074,wr
-0.276990592,-0.892333967,-0.275241691,0.355325873,0.039300323,vt
0.366599114,0.39155231,-0.813796764,0.556459933,-0.61945238,wr
-0.165547726,-0.987205062,-0.200539597,-0.92814825,0.258341128,px
0.190344979,-0.313551715,-0.97602,-0.32907642,-0.016601691,sg
-0.844145785,0.021980738,-0.968937825,0.106777658,-0.499034406,kq
-0.130326135,0.924169882,-0.46130181,0.54698576,-0.37785748,sg
0.118067282,0.95535174,-0.545458114,-0.035262784,-0.764035763,wr
0.904304178,-0.906737371,-0.866853402,-0.85197,0.487008091,wr
-0.62222514,-0.186855471,-0.875638631,-0.870146058,0.732153104,sg
-0.9520247,0.880484632,-0.356687632,0.177812777,-0.740968096,sg
-0.282723724,0.683213518,-0.985722956,0.554082406,0.445942915,sg
0.611902359,0.661803302,-0.943660318,0.013456517,0.975900022,px
0.297710886,-0.579557231,-0.894831193,-0.249286668,0.113598558,wr
0.215059439,-0.922091381,-0.942319042,-0.138091556,0.298064965,px
-0.830232301,-0.927070254,0.575682191,-0.91972667,0.49566069,kq
-0.994510417,-0.952691877,-0.111504933,0.087072955,-0.812607943,wr
-0.781760772,-0.553693944,-0.463183468,-0.152774705,0.607366966,px
-0.100413586,0.923221686,-0.529790302,0.932957132,0.413619128,vt
-0.26149756,-0.028716213,-0.938795582,-0.317273698,0.361460968,wr
0.566636337,-0.600335518,-0.268023546,-0.747934794,0.564208835,sg
-0.851760855,-0.969698349,-0.053550819,0.619449265,-0.170095668,sg
-0.795315955,0.659739921,-0.702922121,0.311703767,-0.749482954,px
0.49941489,0.489379392,-0.901747068,0.930337915,-0.730831052,wr
0.130858591,0.821120483,-0.645689755,0.005985475,-0.736102092,kq
-0.645860096,-0.962922822,-0.379691019,-0.502510532,0.782173122,vt
0.651942699,-0.407405346,-0.45059486,-0.548094496,0.992375484,px
-0.14244415,-0.407199633,-0.909779548,-0.480651562,0.190997875,px
-0.553741206,0.905188973,-0.029122289,0.380296228,-0.77795416,px
-0.996417154,-0.761319899,-0.223336492,-0.287533617,0.798476306,vt
-0.944701908,-0.409574403,-0.505040535,0.656503618,-0.901424699,wr
-0.7539593,0.657502714,-0.3994964,0.558532503,-0.521004269,sg
-0.270629662,-0.524675313,-0.954017961,0.50102654,-0.335491092,wr
-0.391099155,-0.71019371,-0.517994207,0.625991614,-0.145667612,kq
-0.707693204,-0.997426392,-0.559599296,0.455941148,0.008584063,kq
-0.433522743,0.390058813,-0.849252488,-0.427059887,0.505774672,kq
